CO56640,471.23
BO71925,227.11
GA81378,644.02
KF16795,837.84
BI41388,568.76
IM01600,973.91
SD27595,619.89
JH55856,967.61
LS51181,508.4
ET80204,561.38
XN56396,375.8
AA73253,513.51
BE37373,674.53
RD13383,804.59
FO80368,424.63
TA23716,254.76
JK52347,306.4
KD66306,298.82
BM70413,463.04
UV15047,709.69
QL83574,853.82
HY31972,193.34
BR34588,854.78
EH16135,959.14
PE73512,817.97
QQ29061,277.44
UN22004,113.12
RN33867,157.39
SL48480,233.39
AQ44982,353.37
RL20281,477.03
ZA39964,666.1
BN84252,669.65
SL00898,266.44
ZA44399,336.95
ZI28840,593.51
ST68162,469.45
NY19267,242.05
OT89407,363.31
ET20041,670.38
IV19946,166.8
ZZ63439,605.13
HH74098,645.43
JZ40201,754.09
DY06010,916.96
SJ82574,185.53
HA78818,134.77
NG78400,805.81
RU48317,641.64
PQ80019,589.3
AY96646,669.73
BB91973,435.47
YN02534,889.18
ML97651,701.32
SB36198,944.13
MZ79780,872.78
RY84188,292.36
DL80954,812.75
BK00946,307.93
WI78646,260.91
NO25995,816.78
SZ18007,996.33
KB29297,862.84
LL38060,257.98
MV53723,419.98
OW68662,949.93
BE18376,334.67
LC83684,857.94
JK36099,399.59
SV77625,799.07
ZS96116,317.37
BM03084,821.49
JQ49972,603.28
AL28778,204.85
TH66380,502.32
ET02561,683.89
BA04326,658.11
FP08061,783.42
DP62190,463.08
RP96630,777.33
LO00044,829.89
NU61609,272.25
BK13089,734.59
FC07191,718.55
WD56703,253.54
NX67148,842.99
OM35935,314.8
RM84273,935.47
RJ15260,173.34
MC56789,363.79
JI02974,544.54
GT03541,460.95
UH67067,918.65
ZX84602,204.5
WS38313,422.28
LY06258,203.1
XQ81192,441.24
UX73412,669.7
KO92552,975.95
DN44820,213.27
DL15226,625.3
ND43104,879.14
DE80444,508.95
OF24750,689.56
IM17179,287.24
KR62313,264.55
MP12445,744.47
YA42377,462.92
MV75638,748.92
LP71728,106.21
OX01694,181.24
VU00686,689.86
AI69798,789.9
JY67039,420.33
OB40129,408.63
UU26679,715.18
SF72549,846.18
YP62754,376.97
CF24479,284.31
MV94144,300.11
AA99827,956.7
CL46934,270.98
OY85275,343.58
SG85141,673.81
KE55804,885.34
ZB21828,336.01
MB07480,725.52
SX70449,779.28
NS78046,495.61
CC13022,650.81
CC65183,803.63
XY45110,383.47
YN74312,158.32
YY71140,594.93
UK36839,592
NY63806,755.81
RE23877,295.72
LY40483,421.9
DF79696,700.3
TW36403,646.2
GZ13635,832.38
AO03386,318.93
VK16913,924.03
BV92773,967.16
GG11832,387.03
KN13197,366.04
DJ68737,473.76
SF20880,560.37
XN20172,116.86
WS84064,219.8
VY07227,359.55
CV59204,933.04
TO37684,371.56
YX47374,531.95
WD97858,424.71
YT10614,562.34
YR42922,912.18
BJ23039,935.91
MQ02631,871.35
ZW13340,411.56
LW34430,868.43
FC89090,253.65
MR14054,385.7
RC71135,596.99
JL62483,134.22
AU37317,735.15
YD22457,489.49
KP43976,491.04
CX93022,212.87
XH33731,508.89
KJ34064,432.74
WG85392,781.43
NV54640,587.4
XB49825,440.66
PP91581,304.71
QE97079,415.33
VG95228,936.49
KZ61384,630.01
FD85863,779.72
WW65020,953.04
VP50052,771.58
RK94634,772.43
WF01957,199.15
NC88385,562.52
UE99719,850.02
EB78271,650.81
UE26114,634.34
VM20495,769.13
SO46231,526.91
XI87213,602.75
CN07302,876.09
PL87116,162.23
VR49329,876.11
IZ09403,560.61
OA73347,717.89
BW27501,840.33
IC54966,421.04
EG68694,468.59
PT19231,444.92
CD22077,385.41
XY00537,877.2
ZL79068,589.97
XZ52845,679.22
DC12696,890.16
UU44599,741.89
WM83540,721.7
VH51519,939.84
FV13001,245.07
FR52301,410.41
VJ00013,867.84
KT09671,465.91
IQ80761,518.49
YK53279,194.39
WH12249,835.66
SA51214,242.28
YN10675,296.97
XU96529,662.25
GJ18902,130.14
HB15275,312.77
AZ82531,508.81
DF01288,157.3
YE02544,951.57
YJ19144,626.83
ZW98437,611.18
BF32142,465.83
DD93732,803.77
XV28744,828.36
AS03907,496.75
UY84045,565.46
KM48593,291.24
KE55685,628.19
GL42278,171.79
XD49129,492.02
ND22880,245.98
KC76027,803.16
HN51078,425.25
HT74824,677.71
AG49173,863.97
IA35269,507.44
BE95435,792.94
MC01358,380.76
NH79670,637.75
XD95192,720.6
UD08834,525.15
OB41144,767.96
CK20217,150.37
BG54301,838.32
PG31517,832.42
MV91758,916.42
VZ34780,591.97
MF06169,324.96
VH52672,273.73
UV40047,925.93
FH06403,926.4
BW37976,592.46
RC34382,883.4
FH90633,910.49
NU82399,110.66
SB65930,153.95
OX76548,185.8
UM60245,566.46
LO24330,719.75
UN93336,947.88
LN76348,138.19
DI95507,466.1
AX55480,795.29
BP21163,112.16
ZN72488,714.56
PG81277,406.32
OB05390,623.1
TJ70881,547.74
LC30258,273.22
DX38883,525.51
ZF91657,613.38
WR68621,945.66
ME06979,512.42
CD31157,248.81
PG89678,327.43
DF08486,292.43
ZC83047,414.63
ZY50909,450.04
OA00811,740.95
TK16342,360.84
LT28680,560.47
CF02345,761.94
ZV46090,981.79
EX31687,935.81
CP95575,815.83
TE44538,878.36
ZU26863,295.43
KB60691,109.28
AK36640,192.23
NT70201,687.46
PK03594,912.58
VM07699,497.49
OK10330,151.36
OD62456,237.63
TA48903,468.8
MR92986,454.76
DJ59495,785.97
BU01049,706.03
HX16574,969.86
AF69674,938.68
ND06429,197.86
BB25554,377.51
CJ34593,880.76
NR04046,487.48
ZO30592,928.06
OM81154,365.48
ZT15776,950.98
KE05251,932.45
UD24907,838.64
SB17608,537
HM21010,275.41
DE72366,310.38
GD27830,361.29
UV62825,362.76
XS05096,858.72
RV61779,754.86
BK59187,346.38
WL34875,678.9
LQ67986,653.98
IX13199,237.06
XV83900,214.9
AZ83929,170.56
WY00901,360.13
KF00432,317.2
JH05190,380.6
BZ46780,669.43
UF62311,131.23
ES84965,933.66
UJ67574,688.67
AZ81089,835.53
IZ68598,434.96
IZ17303,562.07
HV98091,910.88
UQ04768,606.97
YE50184,449.18
FV90476,149.59
QU33000,964.01
FO52734,217.57
QP13166,952.77
DD63083,101.77
NO99647,740.78
JB63881,425.69
AQ82260,103.59
BL46496,308.22
OU92394,915.38
RG19873,601.28
CF52075,941.1
LV00808,755.11
OJ07588,541.34
GU85068,570.41
KB21038,941.05
EA84571,263.2
VV12715,188.45
RX50447,550.66
BY80256,931.06
LL23521,778.15
VF83946,403.6
YP50239,418.74
AZ30398,935.81
XA07359,692.15
PK51988,228.15
EP74486,112.89
GO33395,335.25
MA58970,467.63
SB22644,518.86
PP35427,983.68
FT77448,163.67
IX68269,296.22
NP27026,318.4
MR58464,902.82
VY71615,589.42
LB46000,326.62
GE58351,668.7
HZ83257,631.65
VG74956,407.67
IX76847,184.11
RS37508,433.18
YL17508,998.88
EX78627,822.34
LJ65300,276.29
OS32466,341.24
IG52372,325.65
OR60061,767.76
FT67729,699.89
RG25614,866.14
MX65041,748.23
JP64155,886.12
QW37673,279.22
NW30464,599.39
KU12895,899.98
LY81152,489.13
PU72819,989.17
LA97080,127.67
AE50098,231.38
FY22108,889.2
GQ28762,441.81
FI38155,488.8
ED31719,672.33
LK51680,434.09
GH24270,278.7
YX25475,719.63
BO46815,661.43
FV70611,433.08
LR81934,766.76
UZ89091,239.32
BI78734,188.16
TQ41380,391.63
QJ37618,169.61
XY33355,514.67
SZ63495,729.66
WY28694,176.93
WZ03986,879.65
JE98001,448.35
ZD19014,239.65
HU49514,287.29
LB75104,600.51
KI43107,163.82
VI93210,302.9
GG43220,830.35
XV34669,116.47
OT51997,931.37
EX68826,665.86
SG96963,226.93
VP59592,105.9
PJ51086,766.45
WV40897,259.78
UD06278,381.71
MM02446,410.63
FX93110,528.54
NN92908,693.13
DX93569,102.78
VF65865,480.36
GH34824,560.96
MA99166,919.7
CI30769,854.51
ZY88747,544.43
PV02292,273.78
OE09264,113
JW20732,301.85
ZG10812,773.52
WN20666,181
TB70463,946.23
IB46871,680.59
KZ00933,563.14
CS96092,290.43
CY02130,583.04
PF57086,453.12
KZ11647,681.31
AN60407,511.43
OJ78311,240.45
PC73384,184.54
RL47634,317.45
BP57333,536.38
EG36887,648.83
UM42334,656.35
SS65058,414
XG09964,902.41
SF94479,157.33
MB80644,212.34
UH85823,703.82
NK09913,329.21
DO26038,725.35
QO12068,378.93
PB38951,342.53
LX14610,551.17
MP12642,506.17
CV40261,646.08
DM82897,496.94
JI28494,225.24
KK52378,132.32
XG88022,792.43
DD35318,823.82
AI63267,973.21
JR56368,288.55
YQ24060,563.57
FC21147,122.41
TR68553,349.99
ED60017,930.65
VZ12243,901.09
BD28023,545
JS32606,622.13
TA87157,688.76
QC60579,608.15
MB54716,544.44
DO50616,969.6
XR89620,298.99
CH51549,604.17
GS66073,745.38
DI08324,421.2
OP38345,232.74
IR92527,247.8
SD46401,408.57
EB71323,593.22
NG29580,839.05
FT15704,341.68
VU06106,681.49
OG26232,654.04
EO04678,482.76
JK07324,497.77
DO56638,678.47
ID94318,866.51
HG09228,911.35
DB97000,251.85
GE46443,347.1
BI66467,496.35
ZM88666,911.42
OZ83812,488.4
LX39218,653.97
PA67237,194.87
VI95667,780.16
NL94208,718.5
AB23811,978.18
PO70487,363.83
IA70610,289.21
TE83619,980.89
VK74675,770.34
TO39965,516.76
WX57624,709
ZW10275,142.26
LX98538,555.39
TA57157,182.47
QH96627,600.32
BF69190,461.42
TX56415,761.93
QD42782,307.63
XG35627,824.38
UH85027,292.79
ZX33159,848.2
JJ57507,409.13
XS48162,426.54
OA70960,688
ZV87311,858.93
DT44183,219.86
IL01181,413.53
EF33568,842.1
DS99084,199.38
CR15733,572.07
CH18048,658.54
ZB00774,232.33
MY67509,882.36
RV62369,991.85
ZG82256,475.8
DV09672,165.21
WC95737,995.7
DQ65786,333.06
QG28296,590.64
MT46503,419.56
QM52339,793.81
AC08804,584.12
AU64396,303.45
SN41422,589.02
WC48202,356.64
XG95645,476.03
PQ11837,845.62
OJ76054,748.78
DK10785,742.34
YK90139,916.77
LH43044,760.88
KH90820,962.48
IQ21080,145.46
SY99850,533.49
OO48860,542.97
ZF71193,129.29
CF23678,436.94
LH30424,188.34
CB93345,813.56
QG72213,335.6
FX36411,615.73
UP77627,238.52
QA82446,848.97
QO20891,891.08
QK88931,193.99
PS84342,587.1
TL63927,571.26
OB22862,783.95
WV50804,861.1
LH57808,425.57
FP78652,978.77
EN10394,224.61
OA74250,589.44
LT38584,980.95
GW94302,628
ND84708,762.93
PB97826,223.13
WM13432,516.81
ZH90233,289.14
JK98537,794.64
FN98638,535.54
XP93177,402.6
VQ69735,374.53
SR88981,536.87
UR85588,561.56
XQ20815,334.44
BZ62264,143.93
QQ52603,650.28
KA81259,313.62
DN58092,806.38
IJ34192,367.19
VM34730,298.53
PX57171,905.32
HC60590,863.08
UD14273,958.17
YS07526,346.69
FJ55700,585.24
MD95619,780.29
SZ93794,181.03
KG50157,973.2
NZ48979,643.29
WM95030,832.02
GA87965,169.82
PK45748,655.4
SO10376,194.56
GO57210,900.11
UH52292,773.4
PD56011,454.39
YU32807,925.76
WO98504,931.68
UG97838,807.72
YC38614,566.56
XW44009,893.57
FT51533,120.69
HZ78275,454.93
SN43880,141.61
XJ09735,396.81
ON62442,783.26
KE97235,115.86
OG37359,288.63
DO87781,348.25
ZH39579,545.77
EF59671,583.37
WE27773,283.9
NU82173,808.64
KF20421,789.73
NF42633,902.27
EP75090,231.81
TE48151,134.8
PG58947,604.19
DU13895,996.92
MD06097,374.2
WF85263,371.39
CH65252,211.53
WP57112,905.74
FV63305,644.82
YU90448,507.48
HX25208,341.5
ZW43028,567.1
PB36615,108.38
ON47952,852.71
WM26239,534.54
NP13222,712.76
AE46843,599.82
IB53507,708.53
HJ11793,926.85
FT81598,769.76
MR66751,295.96
PI56580,595.65
EK73513,657.86
KD81348,438.41
SK62112,585.37
MC78346,386.6
EY82930,662.07
UO58634,382.07
ZV07469,408.27
PH72085,484.58
DC09575,443.78
NQ73550,637.76
GU59378,487.61
FW09680,680.93
UL03131,215.13
UO50707,124.03
YL20924,913.86
GX34428,621.95
KK31482,841.4
OZ02780,469.53
SL98469,117.75
DM67182,823.36
UM57926,277.27
HW05263,153.84
YL61920,801.31
OM27315,655.23
EZ06819,383.4
FN75626,727.04
LG58400,546.78
IJ84951,873.77
CG15510,663.71
GN75464,959.94
JJ72108,430.65
GG03669,397.29
YH24384,260.47
PJ47070,169.81
JE83873,616.76
PK09703,675.36
QQ43758,939.69
TK54032,695.63
WA79795,996.21
FV26301,398.31
EZ29695,403.61
ZI26262,809.79
FB86672,648.16
FR25008,287.9
WV35837,217.06
SV00741,255.02
DR78547,261.78
VE71949,812.09
NG90879,944.82
IN52159,383.62
KA48716,149.44
ZR98025,594.4
CE74837,579.21
GB28023,349.35
KT36261,618.38
GE61220,105.03
VL33310,197.99
SO25921,148.98
JL35960,201
SM39883,948.87
KC08323,273.79
TV12528,855.25
VW78344,496.42
MD35478,990.24
TR08235,620.36
VR85915,652.76
LW35608,315.07
QU97511,731.19
TC95031,726.58
IW98748,891.76
GT82945,546.72
ES34088,296.89
JQ53199,928.54
IN63804,840.25
YO05337,773.32
UM92432,802.78
NP88326,735.32
UJ59786,240.18
ZO12761,670.48
QZ91204,663.72
UN47117,510.86
AO14892,765.53
MH05979,474.95
OG44067,955.55
PU93215,255.18
BF43169,610.57
CM59347,954.87
RV85015,543.15
SG88237,665.02
PP25789,756.78
YY12385,924.9
PS32659,860.24
AV85633,499.85
EW83930,362.05
ZX48777,917.25
JV82777,155.22
TI28144,224.42
CQ35940,447.18
QE16785,282.46
IY47134,155.71
CW92706,983.25
ME24688,575.26
EA69906,707
OV45415,478.24
BQ17633,478.76
CV02557,940.76
TD10476,214.06
UH99798,974.77
EF95007,437.54
RV35865,666.53
DE23834,839.85
JO06903,432.56
ON54518,652.54
YW09487,675.39
RU34264,136.44
XP81136,479.18
JY71667,101.44
BT59163,169.84
AE36696,183.02
MT62805,220.07
WY53486,775.49
NK50740,921.76
MD99578,111.15
OG96938,456.46
YS77902,982.9
VK72390,176.68
EN94561,143.62
HA19509,723.19
KL85235,195.34
HV10373,105.76
NZ48441,975.6
SB69230,827.65
RE63363,103.83
KH52857,157.24
ZM68272,967.03
OX30473,394.47
YL71401,839.66
VJ52441,794.15
MR54724,252.79
KL18418,511.33
ZB83605,740.62
JE97895,911.58
UW63421,674.72
PR22196,484.83
TL03118,175.47
TL82892,719.81
GM45160,562.12
QB21545,929.66
DL31393,116.8
UW33961,865.73
CI24037,702.32
MJ25477,981.57
EV66159,686.03
GI30799,542.91
DP69388,244.33
GB35236,238.58
QS82349,961.32
ZC08179,741.27
CU39594,464.3
VH47202,944.5
NM66511,332.54
HT84197,199.91
HO69458,727.61
TJ98517,421.29
NA68718,561.92
SN90406,527.33
GO75270,188.22
NT78802,197.28
ZI73166,327.78
FC68455,898.18
RD82176,122.49
NS28396,213.15
VI89660,652.95
VG67009,529.25
WO48314,718.82
QK07064,305.26
DG02043,184.3
SX77227,212.76
JN64658,109.63
CJ55324,374.72
IM50592,780.78
XE67684,581.07
BL72928,684.98
JH28457,869.59
TE04396,747.35
RY91147,434.05
IT78129,385.73
SX97179,324.66
XT78792,473.53
GG73666,687.32
QP66681,301.14
JL40824,623.81
AB45670,570.19
UV38893,869.35
EP77260,123.04
QB72338,831.61
JY50584,949.95
XX65620,905.43
CU04693,644.67
LW28659,706.01
AG59008,814.05
HJ39185,500.59
QB95508,523.87
AK25954,118.61
EO46461,592.93
GY02608,318.37
VI73367,142.73
RT43505,258.84
RI30947,451.43
QV64834,101.44
ZI34097,287.42
SM33270,388.58
WZ85144,318.62
RC80767,580.04
WC19758,610.39
RE05001,248.07
YO57421,865.67
OQ22095,108.32
JV54774,185.29
EV27209,426.83
KF29139,718.44
XQ85930,461.7
AU85245,957.42
YJ81369,723.74
DY88032,849.19
ON31374,904.67
ID42314,965.78
ZU95733,801.37
NM13799,966.13
UF18575,842.22
QL41748,330.6
OP18118,644.41
LN52377,746.25
LN05583,640.59
CH47186,653.89
SN70873,129.13
AD56188,531.7
AR00924,356.31
RA59599,976.76
QQ14286,583.28
RH98305,723.03
KY78900,190.59
UH69992,202.3
QL12704,589.28
EW35716,160.19
FO53672,896.39
WI11744,492.99
LN51229,474.78
HB88344,199.24
TM91009,415.13
NY41824,321.79
AB35258,232.63
KH33544,617.77
AF12231,215.75
YP19218,939.91
HH31215,391.25
QJ37759,227.55
HL61956,297.66
PX37137,846.99
MM92676,680.38
MF12708,989.1
GN29089,724.34
UY91279,419.89
JE14717,199.65
EO12759,152.58
XH13866,300.61
OQ27721,680.97
EA18270,411.7
AT35533,629.25
YS70456,527.14
BE63699,980.11
XL60808,439.41
SZ88269,158.01
PQ60135,863.69
HY32669,341.55
UX48400,233.16
ZI31668,861.66
AR02472,546.36
RJ00329,490.81
ZV89063,693.41
JW62319,876.44
LH60026,422.02
DF38490,197.18
RI99487,581.31
ZN46181,291.8
AD84079,163.39
IP13097,279.45
LI32100,248.06
VT24837,603.34
ME55479,137.01
UW55168,157.89
XS96667,176.57
MN29518,365.89
BS47022,628.08
ZY53783,110.59
OE71274,302.74
JZ07526,865.1
XY49865,907.87
FO09033,484.26
PF42433,119.63
EZ79862,865.91
OZ13771,635.04
RO85723,850.22
UL09392,270.26
AH97059,434.84
FO75929,599.14
IF59969,324.06
CF20779,950.52
RC42691,453.64
SL94837,300.72
HU20624,164.28
YK34729,921.02
QT83804,683.01
KV58333,737.18
WD92472,745.48
VV83651,112.53
NU22557,564.55
AN94529,836.02
WM74532,932.02
HK44941,309.66
UY48139,347.7
IF14217,937.37
ON56095,205.71
SW68163,203.62
QC74939,553.83
LC01573,514.05
FV62279,323.03
WV20493,315.79
CF23926,351.05
QK19457,580.65
LS44301,972.05
WR90155,466.71
UL50482,405.98
QJ91528,758.55
HI46756,947.07
AI73004,549.41
XW26242,222.93
DR91065,297.98
WT64075,665.34
SV99690,255.47
LC61232,321.86
GL07829,874.17
IL01265,457.54
ZF90058,968.15
SM58022,795.57
QP98888,699.44
RK52512,680.78
WD05993,244.85
CU76484,268.99
OO57376,929.54
MT48866,175.8
BF31226,537.01
BI38398,708.7
ZH70696,898.56
HX18617,801.9
QN27436,675.44
YA90910,762.21
WR86679,850.09
DS01145,597.37
ZN57925,881.2
EB37829,177.29
LE03042,746.19
NM12057,892.91
XF06201,185.66
EC32924,727.17
NU86583,907.32
UO09467,673.23
GT55934,171.48
BQ20632,832.21
NU47775,717.39
NL07248,470.11
YA10816,740.82
SM37682,875.4
DQ12166,949.39
VH38830,555.22
WL78899,877.54
YG19676,114.38
QN88297,864.32
GT65100,160.28
GG11545,229.8
GR07237,466.17
JH87541,791.03
BJ74115,334.8
SN24809,441.76
MK17133,148.44
SZ02115,836.42
AF91424,239.86
MW92540,139.09
SI70951,233.11
RO52124,910.51
ML65492,986.77
JI34891,258.31
TE73339,565.18
EF01594,517.54
ZS98099,843.3
NA45845,698.82
DH91533,814.5
XO10610,427.61
AE81234,538.43
EI94806,787
FY38213,222.9
SY50313,969.49
AO59913,683.15
HI90228,330.8
ZW81813,903.55
RO79849,304.97
HN35400,847.17
YQ64190,362.89
LR97073,406.13
ZS15412,223.07
JP72369,242.47
DG44881,374.76
EB19893,314.87
BX41201,312.46
HZ39974,180.77
PO63480,864.7
AR82852,198.3
NC11624,683.34
LQ83485,267.69
QZ46243,906.9
YR46421,651.93
HX88255,574.23
KU53945,706.13
XK99315,798.06
RK20921,169.24
DF57397,166.81
TT85112,687.25
HO90043,730.49
BM49824,462.31
NS34846,919.63
IF83460,109.08
LX50519,634.39
ME41332,427.49
YD14662,324.17
EK50482,507.68
LR75471,747.39
AS95366,906.96
OL59862,232.97
YR66080,583.99
KU88582,194.85
NM86807,565.12
TX60950,113.99
BN60026,269.04
GE32331,245.16
YQ52517,533.73
RK38523,807.94
DV90287,540.91
VO66980,626.65
JQ61642,649.38
LE30889,690.47
LB50368,817.01
VG70244,255.18
CZ93231,135.09
AS22675,236.8
RS71072,522.15
EW59545,447.84
WW27384,578.66
YI16061,631.44
MQ79474,918.01
KD01587,474.7
QN98488,949.19
TA41006,707.48
IU02164,721.49
TY50875,434.22
JY15716,317.27
DO29307,756.1
KI72644,308.68
KW54936,996.41
SZ79733,577.26
ZS52020,547.72
DJ76786,460.63
BI71780,806.14
HU13033,661.03
NR93831,673.62
ZI88332,468.85
UH38905,777.02
AH23395,583.91
KV20298,768.44
TF56932,761.43
AW81767,838.41
EI14894,903.5
DY37825,511.34
GO92946,680.79
ZK13658,445.12
EZ00652,171.5
AR25534,772.37
UO70292,181.24
AC60662,256.58
HS65823,563.16
BR97889,131.46
YW50528,200.16
MW04708,558.41
VY10628,311.73
DC00997,928.14
TG40383,886.66
ED46729,124.88
AQ92897,104.18
ZO47881,317.75
KQ34542,168.59
FK75053,602.05
BR95951,743.62
GG01507,218.78
AA28368,879.01
GI40906,289.21
QT42355,783.25
QD66672,335.12
TV32516,529.25
RO09637,115.32
OO56481,677.38
QY49087,217.22
NT39633,714.03
AH97492,606.48
JJ03522,542.23
BO46663,197.98
ZN76346,514.13
II43397,125.72
GS91087,288.47
MN12795,879.13
JA18945,458.59
DS90575,933.82
BA35982,589.95
FA41887,137.23
LP76431,805.15
KE61425,715.68
CL99483,985.3
ZU43453,492.88
QQ80627,346.76
RN03979,479.56
XT67930,129.84
FY51808,506.55
LL98945,761.44
YE48526,763.83
LD54983,828.33
GL81108,818.73
VD72920,946.41
RE58102,150.91
WV12466,411.49
GJ57439,257.47
LR24209,450.96
UY38273,715.08
UJ29456,609.57
BE33413,851.64
JN79353,394.63
NZ87561,203.77
IY58774,193.11
DJ75019,215.88
YT91150,761.3
OR91571,497.25
KQ78688,784.2
ER12075,404.48
KZ88937,853.02
PU98218,491.92
BQ90995,341.14
YO61840,937.54
NM58967,502.47
NU85451,977.86
MU19866,850.86
DI65917,324.82
WR44222,276.15
WD92225,124.07
BQ09854,607.96
OH06786,303.8
GU47386,930.02
BI21557,918.54
IP30323,448.27
IW49429,371.65
JC51365,558.45
OB84134,235.22
DZ22580,838.59
KC70417,630.48
ZJ98514,826.44
BS18362,530.34
BE17040,469
DV82806,406.93
SV59510,702.77
HE23869,208.85
GV26054,815.23
RX99064,249.97
EG21092,869.38
AQ89963,515.15
HD41313,111.22
NK54937,314.83
WV95372,725.85
HZ14667,566.34
GI39837,527.14
OS52426,436.38
FJ68681,564.66
SV06888,689.17
LW22943,388.44
XF59336,987.94
MT42355,154.78
PV15618,131.44
FN71288,756.44
XW70177,122.44
AG78319,768.01
DC03642,426.13
BV44374,857.59
KX87661,923.04
IF44791,276.99
GX38345,561.28
RI16263,107.11
PE44790,880.94
TU51297,684.2
UB01405,322.12
KV02528,516.15
CC47122,237.04
CW15555,828.1
QA20240,166.51
JC72824,634.98
FV64044,287.53
DL43739,176.14
QN63415,160.21
KF89982,497.57
TF76004,766.37
XG27038,277.29
TX62409,804.7
SM68262,883.35
XL14970,290.46
DI39508,490.62
UB37679,415.67
BI41651,310.56
CB73420,995.88
EC58893,252.35
MX07584,577.78
UG53345,142.19
QR54221,247.91
AC79410,603.17
KO69358,803.47
YO77176,899.29
RQ96818,775.79
CB80962,889.01
CG61137,813.16
IG65969,134.28
EG52731,267.3
QD90668,313.48
WV83909,364.97
CH27680,606.41
AK93675,316.13
WE28903,532.32
SX31913,282.42
BZ56658,103.83
VH19871,273.66
QG79360,688.49
LQ15036,768.86
PM38565,337.84
BN12845,667.5
JH81856,973.29
IC39431,862.25
HW70271,478.37
NF45098,657.06
PK76682,177.89
AE92805,231.43
TP05675,287.78
XU75616,231.76
PI49523,185.53
GR39911,600.44
WL35365,773.75
IW65289,204.97
XE95838,922.04
DL08000,150.15
IV63597,314.11
JM76346,201.92
YI56372,122.4
YZ28105,877.34
GM91428,425.35
GH59726,299.7
MF94379,288.5
SA41159,418.45
VQ98697,379.59
RX87575,856.14
WX63354,831.45
KL26861,665.07
IK52040,198.17
KR11548,800.58
FJ85776,487.23
DP03273,818.29
OR00372,107.78
KF65255,173.15
OX74581,312.45
MB13694,524.55
NX60458,818.71
QL37845,243.87
FJ79639,857.08
RC83180,618.08
QU36744,342.48
DL92451,130.92
WC11460,289.04
LM14202,586.37
RY51740,626.9
BP76446,641.11
CK70945,586.13
GY62402,572.78
